Milk yield,MASC,Protein,LAKT,ANPRENOS_ID_SEQ,RCT,A30,Breed
3.8,4.01,3.84,4.78,65104908,3.24,28.86,Holstein
14,4.19,3.03,4.83,65088388,1.95,40.57,Rjava
11.8,3.46,4.07,4.83,65104823,0.38,47.35,Lisasta
16,3.09,2.75,4.21,65105947,3.2,35.91,Holstein
10.4,5.07,3.27,4.47,65093556,2.41,38.01,Holstein
12.8,4.31,3.59,4.52,65105728,1.63,42.6,Holstein
10,3.78,3.32,4.67,65097173,0.21,50.07,Lisasta
10,4.79,3.06,4.62,65097220,1.01,44.72,Rjava
12.4,2.84,3.02,4.67,65097160,2.61,35.54,Lisasta
0,4.7,4.35,4.5,65124423,0,52.49,Holstein
11,NA,4.87,4.28,65100706,0,57.82,Holstein
7.5,4.52,3.99,3.89,65085677,2.54,30.82,Lisasta
9.2,4.35,3.8,4.57,65105769,1.69,37.86,Lisasta
12,3.74,3.38,4.79,65117096,1.61,43.87,Holstein
7.6,4.53,3.97,4.51,65104257,1.4,44.29,Holstein
19,5.32,2.99,4.54,65110564,1.73,43.53,Holstein
8.5,4.46,4.24,4.21,65104944,1.88,37.58,Holstein
7.8,4.21,3.82,4.55,65104943,1.67,40.27,Holstein
10.5,3.64,3.31,4.65,65119971,1.83,39.55,Lisasta
11.4,4.64,2.67,4.66,65093714,2.82,36.9,Holstein
6.2,4.73,3.84,4.77,65120503,0.2,49.92,Lisasta
20.4,3.29,3.57,4.31,65116194,1.79,39.33,Holstein
7.5,6.2,4.55,4.23,65093741,0,51.32,Holstein
15.6,3.53,2.99,4.65,65113037,2.64,38.37,Holstein
9.9,4.49,4.12,4.63,65112218,0,53.73,Lisasta
14.2,3.83,3.81,4.41,65112219,1.26,42.27,Lisasta
14,4.27,3.24,4.72,65088746,0.96,48.23,Lisasta
0,4.96,4.07,4.68,65126278,0.41,49.95,Rjava
0,5.17,3.97,4.52,65125864,0.45,49.65,Rjava
8.5,4.42,3.48,4.53,65089825,2.95,29.62,Rjava
13.7,3.62,3.43,4.67,65116649,2.39,40.22,Holstein
8,4.55,3.06,4.32,65097297,2.68,33.81,Holstein
8,4.15,3.88,4.37,65107574,1.53,40.28,Lisasta
0,4.8,4.64,4.67,65125535,0,52.09,Lisasta
8,4.95,4.31,4.27,65087769,0.02,47.6,Lisasta
13.6,5.25,3.26,4.57,65120038,1.5,47.2,Holstein
11.8,4.51,3.78,4.38,65090981,1.31,42.22,Holstein
0,4.03,3.52,4.4,65122554,1.82,39.1,Holstein
23.8,4.45,3.53,4.49,65119553,1.34,43.65,Holstein
34.9,3.04,3.44,4.64,65119554,2.4,35.44,Holstein
30,3.95,3.75,4.8,65119555,0.67,46.34,Holstein
12,5.12,4.09,4.34,65119891,0.62,47.2,Holstein
7,4.43,4.45,4.22,65097070,1.2,37.02,Holstein
7,4.88,4.02,4.54,65089307,0.25,51.24,Lisasta
15.2,4.57,3.63,4.4,65106154,2.15,38.65,Lisasta
13.2,3.87,3.29,4.86,65107598,1.24,44.55,Lisasta
13,4.59,3.3,4.65,65089630,1.66,41.8,Holstein
4.6,4.18,3.3,3.53,65097553,4.68,21.45,Holstein
5.4,4.61,4.11,4.57,65121874,1.18,45.12,Holstein
9.2,4.82,3.58,4.66,65122091,1.75,43.17,Lisasta
9.6,4.19,3.1,4.82,65119820,2.37,38.96,Holstein
8.7,4.34,3.08,4.4,65119440,2.47,40.86,Holstein
19.6,4.69,3.39,4.79,65105343,2.32,37.43,Holstein
10.8,4.76,4.16,4.46,65121947,0.93,48.17,Lisasta
8.8,5.29,3.99,4.27,65121900,1.31,45.8,Lisasta
5.4,4.73,4.06,4.58,65119799,1.02,43.07,Holstein
12.2,5.37,3.98,4.67,65115599,0,53.15,Rjava
13.9,5.13,4.21,4.36,65115896,0.88,44.83,Holstein
8.9,4.43,4.17,4.6,65102281,0.84,43.96,Rjava
24.2,3.79,2.96,4.8,65117035,2.31,39.09,Holstein
16.4,4.29,3.04,4.81,65089961,1.12,44.21,Holstein
12.4,5.51,4.4,4.53,65099389,1.12,44.46,Holstein
8,4.55,3.41,4.67,65088941,1.16,46.04,Rjava
14.8,5.07,3.3,4.67,65107907,2.22,39.24,Lisasta
9.6,4.65,3.77,4.31,65107906,0.92,44.37,Lisasta
0,4.43,3.76,4.46,65125661,1.7,43.99,Holstein
0,3.86,3.4,4.66,65122407,1.07,46.11,Rjava
0,4.83,4.17,4.59,65122406,0.76,44.1,Rjava
0,5.02,3.71,4.28,65124606,1.93,39.99,Holstein
0,6.11,4.56,4.43,65124607,0.67,46.24,Holstein
10.2,4.7,3.67,4.55,65088695,1.85,37,Rjava
15,3.84,3.43,4.59,65085667,2.09,39.45,Lisasta
0,5.34,4.3,4.33,65124555,0.3,49.22,Lisasta
8,4.33,3.94,4.02,65116502,1.69,39.7,Lisasta
0,3.57,3.1,4.84,65125726,1.23,45.9,Lisasta
0,4.05,3.51,4.58,65125747,1.14,42.72,Lisasta
6,2.98,3.69,4.06,65107891,3.06,30.03,Lisasta
11.5,4.68,4.76,4.63,65105028,0.04,46.3,Holstein
3,4.77,4.83,4.55,65115507,0,50.13,Holstein
0,4.43,3.35,4.45,65126162,2.63,39.22,Lisasta
16,3.84,3.35,4.55,65110416,2.2,38.75,Lisasta
8.4,4.84,3.5,4.64,65121966,1.51,46.81,Lisasta
5.8,5.38,3.64,4.54,65085505,2.4,35.92,Lisasta
28.1,4.15,3.57,4.54,65090795,2.01,36.15,Holstein
0,4.96,3.6,4.22,65126259,3.15,34.11,Rjava
7.5,4.5,3.35,4.53,65101069,2.36,35.3,Lisasta
0,6.94,4.61,4.17,65088136,0,80.16,Rjava
13.8,4.25,3.47,4.71,65117295,1.49,43.46,Holstein
17.7,4.83,3.17,4.89,65091445,2.58,36.41,Holstein
8.6,6.86,4.26,4.21,65091788,0.08,44.24,Rjava
13.4,4.73,3.67,4.16,65085549,1.79,40.84,Lisasta
9.5,3.56,3.63,4.42,65116899,2.44,36.86,Holstein
5.4,3.99,3.81,4.69,65106322,0.48,46.9,Lisasta
11,4,3.38,4.66,65105568,1.55,42.76,Lisasta
17.6,4.46,4.15,4.51,65110781,0.91,45.41,Holstein
4.6,3.15,3.43,4.6,65088818,1.8,38.99,Lisasta
0,3.91,4.78,4.55,65122476,0,50.84,Rjava
0,4.34,3.58,4.71,65125537,1.12,46.44,Lisasta
13.6,4.07,2.97,4.19,65119972,3.55,31.33,Holstein
10,3.95,3.49,4.82,65107877,1.01,42.71,Holstein
6.2,4.5,4.09,4.46,65085341,1.02,43.59,Holstein
0,5.18,3.8,4.45,65122678,0.95,46.88,Lisasta
16.8,3.11,2.95,4.72,65115941,2.71,38.93,Holstein
11.8,3.94,3.95,4.24,65116797,0.84,45.91,Lisasta
10.4,4.2,3.81,4.66,65089536,1,43.62,Holstein
10.8,4.06,3.43,4.52,65089538,2.02,38.34,Holstein
9,5.83,4.56,4.01,65094260,0,49.97,Holstein
0,2.54,3.06,4.79,65112061,2.36,39.33,Holstein
0,4.53,4.09,4.28,65125042,1.2,45.48,Holstein
0,3.36,3.28,4.72,65125041,1.57,44.32,Holstein
10.3,4.2,3.83,4.54,65104754,1.06,44.5,Holstein
7.8,3.58,3.87,4.27,65097221,2.12,33.6,Lisasta
13.8,3.62,3.49,4.21,65091724,2.53,31.57,Holstein
17,3.83,3.33,4.27,65097261,1.31,43.92,Holstein
13.8,3.8,3.35,4.09,65097260,2.45,35.48,Holstein
11.4,5.02,4.54,4.61,65097259,0,50.65,Holstein
10.5,5.83,4.34,4.61,65101201,0.02,50.16,Holstein
9.8,5.73,4.25,4.33,65101200,1.5,41.13,Holstein
7.8,3.97,3.67,4.63,65099482,0.5,50.35,Lisasta
0,2.95,2.48,4.41,65122525,3.08,36.83,Holstein
6.8,4.13,3.4,4.61,65099325,3.59,29.32,Lisasta
7.8,5.37,4.25,4.73,65089801,0.06,46.97,Lisasta
15.6,4,3.55,4.56,65085668,2.41,35.54,Lisasta
8.5,4.62,3.68,4.46,65115228,1.79,42.97,Lisasta
0,5.44,3.49,4.6,65122334,0.78,49.39,Lisasta
43.3,3.84,3.38,4.73,65090797,2.23,36,Holstein
10.8,5.38,4.36,4.71,65091153,0,49.59,Holstein
4.6,5.03,4.39,4.99,65102558,0.33,46.26,Lisasta
9.4,4.31,3.02,4.78,65089133,1.84,41.15,Lisasta
4.6,3.79,3.63,4.67,65105911,1.54,41.74,Lisasta
4.6,4.22,3.87,4.62,65101055,0.86,42.48,Lisasta
15,4.33,3.95,4.78,65110659,0.98,45.38,Rjava
6.5,5.47,3.92,5.07,65107415,0.6,50.75,Holstein
0,4.67,3.4,4.68,65122642,1.94,40.92,Rjava
11.4,4.25,3.41,4.5,65087892,2.36,37.95,Holstein
8.2,5.12,4.17,4.6,65091888,0,46.95,Rjava
7.8,3.55,3.72,4.08,65107795,1.46,40.39,Holstein
14.8,3.76,2.87,4.3,65089762,2.12,37.62,Holstein
4.6,5.74,4.57,4.92,65110409,0,49.09,Lisasta
13.4,4.14,3.84,4.35,65106000,2.34,35.7,Lisasta
19.6,3.01,3.2,4.69,65110782,1.54,42.55,Holstein
21,3.94,3.65,4.75,65119556,1.39,42.39,Holstein
25.9,3.76,3.58,4.56,65119557,1.26,41.67,Holstein
52.7,3.46,2.76,4.56,65119558,2.32,37.98,Holstein
5.8,4.41,3.92,4.8,65101056,0.63,43.8,Lisasta
8,4.9,4.06,4.58,65088353,0.65,44.2,Holstein
14.2,4.88,3.53,4.79,65092383,1.64,37.91,Rjava
7.5,4.45,3.36,4.56,65097405,1.75,40.13,Rjava
6.4,3.97,4.09,4.61,65097404,1.05,42.21,Rjava
7,7.9,4.11,4.41,65105677,0.36,53.27,Holstein
12.4,3.83,3.15,4.53,65096933,2.67,34.89,Lisasta
18.6,4.2,3.56,4.73,65099696,0.8,46.13,Holstein
4,5.84,2.45,4.24,65099661,3.24,31.5,Rjava
13.2,4.08,4.39,4.94,65116651,0,54.45,Rjava
16.8,4.41,3.86,4.56,65116652,1.69,42.93,Rjava
38.9,5.07,3.93,4.47,65097071,1.4,40.71,Holstein
9.1,4.26,4.15,4.59,65093942,0,47.22,Holstein
14.1,5.62,4.28,4.51,65093941,0,49.46,Holstein
9.3,4.24,3.53,4.82,65120490,0.68,47.56,Lisasta
17.2,3.91,3.2,4.63,65115434,2.11,39.9,Holstein
11.3,4.72,3.6,4.5,65100707,1.92,39.99,Holstein
15.7,4.51,3.8,4.53,65089459,0.44,47.52,Holstein
4,5.03,4.22,4.28,65089192,0.38,45.58,Lisasta
10.8,3.15,3.87,4.79,65104825,1.18,43.41,Lisasta
10.6,5.04,3.38,4.77,65087982,1.58,43.44,Lisasta
13.1,4.38,3.3,4.65,65094085,1.61,41.62,Holstein
10.1,5.24,4.04,4.55,65100599,0.47,47.08,Lisasta
5.6,4.17,3.15,5.04,65085536,1.4,43.2,Lisasta
15.2,4.36,3.08,4.36,65115600,1.58,41.92,Rjava
12,5.05,3.3,4.88,65107556,0.82,44.47,Rjava
6.1,4.06,3.43,4.61,65096762,2,38.26,Lisasta
11,3.54,3,4.54,65094361,2.58,36.3,Holstein
14.8,3.92,3.04,4.36,65102341,3.44,33.3,Holstein
7.5,4.7,3.86,4.45,65093887,0.84,42.78,Holstein
10.4,4.45,3.9,4.61,65105517,1.07,44.37,Lisasta
17.2,4.19,3.7,4.98,65093832,0.71,46.43,Holstein
13.2,3.63,3.37,4.81,65104531,1.65,40.78,Holstein
15.7,6.05,4.34,4.38,65104532,0,68.4,Holstein
2,3.84,4.59,4.58,65099513,0.04,45.76,Lisasta
5.4,4.33,3.15,4.11,65099553,3,35.27,Holstein
49.8,4.17,2.85,4.77,65105212,1.98,38.83,Holstein
46.6,5.65,3.6,4.91,65105211,1.29,43.54,Holstein
12.1,4.82,4.13,4.54,65100811,1.11,42.24,Holstein
0,3.51,3.78,4.44,65104291,1.61,36.92,Lisasta
16.2,3.52,3.75,4.54,65104462,1.44,42.15,Lisasta
12,5.08,3.46,4.21,65102339,2.1,38.98,Holstein
12.2,6.15,3.41,4.61,65102259,1.66,45.65,Rjava
9,5.01,4.02,4.39,65102258,1.06,45.14,Rjava
0,5.65,4.37,4.78,65124459,0,54.69,Holstein
0,3.95,3.92,4.87,65126224,0.93,45.89,Holstein
11.7,3.74,3.39,4.63,65107270,2.09,39.78,Holstein
10,4.87,3.3,4.77,65085156,2.12,39.17,Lisasta
0,4.86,3.36,4.48,65125126,1.8,42.61,Lisasta
30.2,3.9,3.74,4.81,65097085,0.97,44.19,Holstein
2.8,6.11,5.45,4.46,65110783,0,54.08,Holstein
24.1,3.01,3.35,4.86,65110784,0.82,49.2,Holstein
13.5,3.07,3.94,4.29,65110785,2.52,35.85,Holstein
1.4,5.61,4.56,4.46,65110786,0.95,41.45,Holstein
19.1,5.08,3.8,4.8,65110787,0.87,47.04,Holstein
20.1,3.78,3.34,4.75,65110788,1.31,44.39,Holstein
0,4.82,4.1,4.82,65122231,0.23,52.07,Lisasta
10.9,5.14,3.66,4.47,65106324,0.09,53.58,Lisasta
13.4,4.95,3.8,4.22,65105344,2.68,36.13,Holstein
14,4.95,3.45,4.7,65105345,1.98,40.81,Holstein
0,4.39,3.24,4.73,65120342,2.05,38.38,Holstein
5.6,4.82,4.34,4.69,65105807,0,50.32,Lisasta
5,4.98,4.13,4.3,65117224,0.49,49.15,Rjava
5.6,4.39,3.88,4.73,65107658,0.15,48.65,Lisasta
15.3,4.35,3.46,4.74,65115895,1.45,42.19,Holstein
0,5.46,3.25,4.67,65124672,1.69,45.76,Holstein
4,4.75,4.15,4.27,65087933,0.89,44.14,Lisasta
5.1,3.8,3.72,4.43,65104945,1.62,39.58,Holstein
13.6,4.35,3.75,4.34,65104946,2.22,38.32,Holstein
5.8,5.24,3.78,4.47,65107678,1.03,42.64,Lisasta
4.8,3.15,3.19,4,65094328,2.79,33.67,Holstein
15,3.03,3.43,4.84,65115510,2.26,39.04,Holstein
9.2,5.38,4.38,4.47,65087893,0.57,45,Holstein
12.6,4.19,3.42,4.7,65110510,0.67,48.54,Rjava
5.7,5.59,4.65,4.74,65110962,0.46,45.47,Lisasta
7.7,5.1,3.08,4.72,65085118,3.2,33.58,Lisasta
0,3.95,3.56,4.53,65122572,1.87,39.86,Holstein
5.4,3.5,3.13,4.44,65096922,1.72,40.04,Lisasta
0,3.84,3.04,4.73,65122368,2.58,38.57,Lisasta
8,4.97,4.68,4.04,65115616,0.12,47.42,Rjava
7.5,4.8,2.98,4.91,65115566,2.33,39.14,Holstein
0,4.91,3.5,4.83,65124636,1.07,47.74,Lisasta
16.8,3.03,3.51,4.88,65116145,0.33,49.59,Lisasta
11,4.28,3.24,4.61,65096828,2.5,34.93,Holstein
15.6,6.74,3.37,4.63,65116146,1.37,47.7,Lisasta
15.6,3.68,3.55,4.74,65116147,1.41,43.29,Lisasta
16,3.99,3.27,5.01,65099312,0.85,47.21,Lisasta
0,4.39,3.9,4.57,65125265,1.11,47.48,Holstein
17.2,3.67,3.55,4.03,65097088,2.62,31.54,Holstein
0,3.98,3.5,4.63,65125043,1.42,43.01,Holstein
3,4.43,3.54,4.68,65119917,1.01,46.41,Rjava
8.2,4.46,4.04,4.29,65100708,2.25,35.11,Holstein
8.8,5.74,3.82,4.11,65120039,2.52,37.5,Holstein
10.2,5.37,4.59,4.61,65120040,0.08,47.19,Holstein
8,3.36,3.71,4.62,65106277,0.82,43.84,Lisasta
6.4,5.61,3.18,4.56,65117075,3.09,34.16,Lisasta
16.2,4.19,3.43,4.66,65115464,0.89,45.04,Rjava
7.5,4.84,4.07,4.71,65097517,0.06,46.5,Rjava
0,3.82,3.73,4.88,65125631,0.55,48.93,Lisasta
0,5.1,4.1,4.67,65126145,1.23,45.31,Lisasta
0,3.58,3.92,4.74,65122403,1.11,43.92,Rjava
11,5.48,3.82,4.39,65117097,1.58,41.8,Holstein
15,4.75,3.36,4.66,65088670,2.41,37.37,Holstein
17.3,3.64,3.41,4.59,65121948,1.43,46.72,Lisasta
15.3,4.65,3.46,4.69,65099390,1.41,44.11,Holstein
9.5,4.03,3.84,4.58,65111891,0.78,47.49,Lisasta
2.5,NA,5.28,3.93,65111890,0,69.52,Holstein
10.8,5.19,3.76,4.41,65111892,0.64,46.91,Lisasta
6.9,3.41,3.74,4.76,65107427,1.7,39.73,Lisasta
11.4,4.65,3.54,4.84,65119823,1,49.03,Holstein
10.2,3.82,3.13,4.7,65119822,2.2,41.45,Holstein
17.3,5.24,3.88,4.38,65106155,1.48,44.09,Lisasta
21.9,4.66,3.84,4.83,65106156,1.34,45.27,Lisasta
7.8,4.52,4.21,3.83,65115882,1.84,38.45,Holstein
0,3.91,3.95,4.15,65125128,2.73,34.74,Lisasta
5.8,4.86,4.02,4.89,65121875,0.65,49.73,Holstein
11.4,5.39,3.44,4.43,65116257,2.24,40.12,Holstein
14.7,4.88,3.9,4.51,65099682,0.61,47.38,Holstein
18.2,5.52,3.94,4.58,65116837,0,53.16,Rjava
0,3.67,3.17,4.43,65125865,1.65,44.95,Holstein
10.3,4.11,3.89,4.37,65116320,0.7,48.51,Rjava
11,4.35,3.26,4.88,65116437,2.25,36.85,Holstein
0,4.37,3.25,4.37,65122680,2.43,36.52,Lisasta
7.5,5.61,4.02,4.48,65115737,1.01,47.39,Lisasta
5.4,5.17,3.89,4.41,65121888,0.95,47.05,Lisasta
4.6,4.11,4.08,4.74,65102595,1.11,41.61,Lisasta
15.5,4.61,3.15,4.67,65100600,1.94,39.06,Lisasta
11.3,3.74,3.17,4.36,65091935,2.04,39.77,Holstein
9,5.65,4.34,4.48,65091976,0.27,47.04,Holstein
18.3,5.84,3.73,4.61,65106162,1.43,44.77,Lisasta
13,3.96,3.38,4.68,65088601,1.09,42.95,Lisasta
0,4.12,4.67,4.44,65125890,1.18,38.5,Holstein
33.6,3.23,4.02,4.76,65090791,0.73,43.93,Holstein
8.3,4.22,3.51,4.61,65116258,1.1,45.67,Holstein
6.2,4.68,3.66,4.4,65087983,1.54,41.27,Lisasta
5.8,4.14,3.63,4.24,65100910,2.14,36.57,Lisasta
41.7,2.33,3.33,4.77,65090794,1.59,39,Holstein
11.8,4.5,3.36,4.64,65105302,1.07,45.93,Holstein
0,4.58,3.81,4.42,65125539,2.77,32.94,Lisasta
12.8,3.52,3.61,4.75,65091246,0.92,42.24,Rjava
3,6.41,3.5,4.03,65122072,2.36,40.63,Lisasta
4,4.74,3.88,4.33,65111951,0.84,45.51,Lisasta
15.6,4.08,3.61,4.72,65110996,0.76,46.49,Lisasta
0,4.6,3.09,4.57,65124725,1.86,41.95,Lisasta
0,5.69,3.64,4.02,65124844,1.9,42.12,Holstein
0,4.19,3.73,4.42,65124886,1.54,42.54,Holstein
4.6,4.76,3.94,4.14,65107337,1.89,40.02,Lisasta
11.3,4.34,3.28,4.81,65085178,1.56,42.93,Lisasta
35.4,3.6,3.9,4.83,65090789,1.2,39.66,Holstein
6,4.13,3.58,4.56,65119933,1.54,40.92,Lisasta
9.8,4.9,4.22,4.15,65092347,2,34.77,Lisasta
6.5,4.25,3.33,4.5,65101070,1.36,41.28,Lisasta
12,3.75,3.04,4.63,65107393,2.59,39.58,Holstein
0,3.68,3.39,4.56,65126225,1.81,42.32,Holstein
5,4.63,3.54,4.12,65100794,1.92,38.3,Rjava
10.6,4.06,3.51,4.76,65116861,1.18,46.04,Lisasta
4.4,3.42,3.4,4.12,65089699,3.91,22.61,Holstein
3.3,6.3,4.8,4.54,65091447,0,46.29,Lisasta
13.4,4.5,3.95,4.49,65117296,1.04,44.12,Holstein
5.8,4.16,3.54,4.93,65088573,1.5,42.55,Lisasta
6,5.09,3.96,4.82,65119935,0.1,50.11,Lisasta
8.6,3.89,3.84,4.47,65085390,1.24,42.08,Holstein
14.3,5.45,3.84,4.84,65119749,1,47.34,Holstein
9.4,4.79,4.05,4.34,65091726,1.06,41.23,Holstein
4.5,3.94,3.21,4.56,65110646,2.12,39.09,Holstein
6.4,4.92,4.76,4.04,65111980,0.23,46.41,Holstein
21,3.35,2.95,4.77,65092395,2.7,35.3,Holstein
4.2,4.89,3.93,4.57,65107557,0.36,46.84,Rjava
2.4,4.79,5.24,3.86,65097406,0.6,40.69,Rjava
8.2,4.35,3.47,4.61,65106134,1.74,42.2,Lisasta
10.4,3.46,3.13,4.57,65093572,0.96,43.98,Rjava
8.4,3.96,3.53,4.59,65102427,1.78,37.69,Lisasta
10.6,5.05,3.87,4.53,65101203,1.43,42.95,Holstein
10.7,4.85,3.53,4.92,65091375,1.42,40.59,Lisasta
20,4.32,3.55,4.86,65085719,0.65,47.26,Holstein
8,4.68,3.08,4.78,65088325,1.71,42.11,Lisasta
20,5.2,3.36,4.64,65104234,1.19,46.44,Lisasta
5,5.55,3.98,4.3,65088637,0.37,47.56,Lisasta
20,3.82,3.5,4.54,65085922,0.95,43.65,Holstein
2.9,5.37,4.82,4.54,65085923,0,50.79,Holstein
8.6,4.71,3.97,4.88,65085924,0.4,46.72,Holstein
16.6,3.97,3.43,4.78,65110660,1.21,45.65,Holstein
12.8,4.09,3.59,4.92,65089763,1.25,40.87,Lisasta
13.4,5.44,4.02,4.77,65107935,0.52,47.97,Holstein
11.8,4.31,3.67,4.47,65115987,2.23,38.87,Holstein
4.6,5,4.08,4.62,65091228,0.24,45.2,Rjava
5.8,4.93,3.94,4.59,65091229,0.61,44.91,Rjava
9.5,4.81,3.59,4.77,65104693,0.81,48.14,Rjava
3,5.79,3.93,4.8,65105630,0.51,49.77,Lisasta
4,6.38,4.61,4.4,65105631,0,53.94,Lisasta
8.2,3.6,3.61,4.67,65085567,1.34,43.53,Lisasta
11,3.24,3.19,4.37,65085140,2.02,36.74,Lisasta
10.4,4.06,3.16,4.51,65115847,2.44,39.46,Lisasta
7.4,4.78,4,4.59,65107309,1.07,44.43,Holstein
4,2.83,3.65,4.77,65089869,0.9,42.65,Holstein
18.2,5.49,4.3,4.38,65090793,1.03,44.26,Holstein
6.5,3.67,2.59,4.5,65085458,2.71,38.43,Holstein
6.5,5.07,5.98,4.74,65088174,0,69.84,Rjava
12,4.88,4.05,4.85,65097518,0.22,45.65,Rjava
10.4,5.36,3.36,4.66,65092238,1.6,40.99,Rjava
15.4,4.57,3.92,4.52,65090790,1.62,40.82,Holstein
9.9,2.9,2.99,4.4,65091076,2.59,36.51,Lisasta
2,5.16,4.73,4.51,65099334,0,50.11,Rjava
12.3,4.06,3.55,4.71,65091936,1.91,39.84,Holstein
4.6,5.54,4.12,4.71,65100911,0,49.98,Lisasta
10.8,4.02,3.3,4.42,65088801,1.92,40.88,Lisasta
11.8,3.37,3.71,4.72,65120520,1.94,39.89,Lisasta
10.8,4.06,4.13,4.87,65088866,0.49,45.49,Holstein
0,4.34,4.07,4.67,65122292,0.52,47.77,Lisasta
3,2.36,4.04,4.9,65115146,0.52,44.85,Lisasta
5.3,3.74,3.52,4.31,65091209,2.75,31.17,Lisasta
0,4.88,3.5,4.48,65125819,1.79,41.1,Rjava
0,5.26,3.31,4.36,65124487,2.32,36.91,Lisasta
11,5.69,3.84,4.74,65089017,0.69,47.07,Rjava
13.2,3.91,3.32,4.44,65113039,2.28,38.83,Holstein
11.5,6.2,4.69,4.44,65094129,0,57.78,Holstein
18,4.46,3.07,4.41,65094128,1.84,39.88,Holstein
4.5,4.22,4.22,4.41,65094130,0.42,42.88,Holstein
12.2,3.63,3.29,4.7,65094131,1.87,38.88,Holstein
12.5,4.57,3.34,4.79,65094084,1.35,44.4,Holstein
15,4.53,3.46,4.65,65097133,2.05,38.88,Holstein
14.6,4.27,3.56,4.75,65091040,1.64,37.03,Rjava
8.5,4.29,3.03,4.86,65104828,1.78,42.56,Holstein
3,4.62,4,3.97,65088638,2,35.84,Lisasta
6.5,8.17,3.26,3.92,65089574,2.95,35.02,Lisasta
7,5.38,3.77,4.59,65089575,1.17,43.43,Lisasta
14,3.87,3.98,4.65,65104347,0.88,45.38,Holstein
8.6,4.09,3.78,4.43,65104463,2.35,38.34,Lisasta
6.2,5.15,3.03,4.66,65085519,1.98,38.28,Lisasta
8.6,3.83,3.12,4.73,65100601,2.23,37.45,Lisasta
23.2,4.25,2.9,4.58,65097262,2.2,37.25,Holstein
20.4,3.86,3.06,4.51,65097263,2.31,37.18,Holstein
5.4,4.91,4.06,4.26,65089432,1.63,37.31,Holstein
12.6,4.96,3.74,4.46,65105836,0.3,49.55,Lisasta
9.5,5.19,5,4.45,65085669,0,50.73,Lisasta
15.2,3.57,3.53,4.82,65107849,0.88,45,Rjava
10.8,3.86,2.87,4.68,65105678,2.5,38.35,Holstein
0,4.61,4.28,4.43,65122455,0.88,44.49,Lisasta
14,4.51,2.75,4.57,65104677,2.39,37.47,Rjava
11.8,3.67,3.46,4.7,65091247,0.67,45.53,Rjava
14.8,3.2,2.67,4.41,65096835,3.77,27.42,Holstein
7,4.42,3.7,4.72,65096836,0.77,43.4,Rjava
7.8,4.16,3.7,4.95,65096837,0.4,45.27,Rjava
0,6.19,3.54,4.63,65126121,1.26,50.02,Holstein
0,4.46,3.84,4.49,65124775,0.09,51.56,Holstein
0,3.73,3.72,4.51,65124673,1.77,42.75,Holstein
7.3,3.76,3.96,3.99,65104947,3.62,27.41,Holstein
14.8,4.63,3.88,4.28,65089461,1.14,40.94,Holstein
10.2,3.8,3.41,4.43,65089209,1.4,43.03,Lisasta
8.7,4.68,3.68,4.56,65117275,1.44,43.06,Lisasta
0,4.27,3.76,4.42,65124409,1.67,42.53,Lisasta
0,4.17,3.12,4.93,65104292,1.27,44.39,Lisasta
21.9,3.71,2.82,4.74,65093886,1.47,43.38,Holstein
7.5,5.02,4.1,4.14,65107745,1.76,36.78,Rjava
9.3,4.31,4.03,4.47,65115849,1.04,45.85,Lisasta
12.3,4.26,3.85,4.59,65115848,0.49,50.67,Lisasta
17.1,4.26,3.56,4.41,65093943,1.54,41.26,Holstein
20.5,4.5,3.46,4.94,65099690,0.67,47.24,Holstein
8.5,4.47,3.86,4.54,65089122,0.82,44.68,Lisasta
16.8,5.52,3.95,4.59,65105975,0.89,46.84,Holstein
9.4,5.2,3.63,4.6,65097644,1.51,43.92,Holstein
14,4.75,3.51,4.48,65110566,1.66,42.61,Holstein
10,4.64,3.62,4.79,65111952,0.67,47.79,Lisasta
13,4.67,3.79,4.37,65104258,1.15,44.01,Holstein
10,3.9,4.07,4.55,65104259,1.68,38.87,Holstein
15.1,3.79,2.95,4.42,65115787,2.82,37.17,Holstein
13.9,4.25,4.26,4.96,65112220,0,51.25,Holstein
10,3.98,3.74,4.49,65113038,0.74,47.79,Lisasta
18.2,4.48,3.94,4.74,65107526,0.81,46.32,Holstein
12.8,3.53,3.12,4.88,65107468,1.68,43.52,Holstein
6.2,4.25,3.74,4.66,65106043,1.04,44.72,Lisasta
3.4,4.93,3.56,4.65,65115690,1.21,45.03,Lisasta
14.5,5.31,3.41,4.36,65120041,3.2,33.96,Holstein
14.7,5.9,3.55,4.38,65094030,0.84,45.59,Rjava
5.8,4.02,3.75,4.34,65115371,2.04,38.19,Holstein
10.6,4.46,3.13,4.42,65111818,1.54,42.71,Rjava
6.2,5.18,3.41,4.92,65116129,1.85,42.73,Lisasta
9.6,5.35,3.82,4.62,65093966,0.94,43.46,Lisasta
0,4.6,4.13,4.85,65124424,0,51.99,Rjava
7.4,4.69,3.96,4.6,65116106,1.81,40.83,Holstein
20.4,2.51,3.29,4.75,65106349,0.56,49.34,Lisasta
17.2,4.89,3.69,4.86,65115285,0.54,48.87,Holstein
20.4,4.41,3.01,4.73,65115284,2.61,37.54,Holstein
0,4.72,3.78,4.82,65126279,1.26,45.08,Rjava
0,3.69,3.39,4.66,65126095,2.3,38.76,Holstein
0,3.99,3.43,4.75,65125109,1.74,41.12,Lisasta
